angDist,TIC,RAdeg,DEdeg,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,Vmag,e_Vmag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,Dist,s_Dist,E(B-V),s_E(B-V),e_Dist,E_Dist,RAOdeg,DEOdeg,_RAJ2000,_DEJ2000,recno,GaiaDR2,RA_ICRS,DE_ICRS,Distcore,Member,MS,Xraycat,SepX-ray,X-rayID,LX,Per,2RXSID,2RXPID,1RXHID,ChandraID,_RA.icrs,_DE.icrs
1.098135,293633431,76.79187767841,13.26978288380,,,517-010412,05071004+1316112,,J050710.09+131610.9,3391410909700425600,,,STAR,tmgaia2,tmgaia2,68.573,0.252,-17.809,0.156,gaia2,19.6192,0.1099,17.160,0.200,14.930400,0.000555,13.525,0.008,cdwrf,cdwrf,3108.0,157.0,4.9526,0.0089,,,0.277,0.008,0.250,0.020,50.8983,0.2869,,,0.2853,0.2885,76.79218102121,13.26970620850,76.792181021211,13.2697062084952,631,3391410909700425600,76.79218102121,13.2697062085,9.36050444623337,Core,M,2RXS_UP,,,2.80582872543927,,,,,,76.79218102121,13.2697062085
0.000000,59128292,74.88596773233,13.08182561966,,,,04593253+1304549,1237673451094541025,J045932.60+130454.6,3391564527794446976,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,19.151199,0.004627,17.843,0.074,gbprp,,,,,,,,,,,,,,,,,,74.88596773233,13.08182561966,74.885967732332,13.0818256196619,632,3391564527794446976,74.88596773233,13.08182561966,7.04321003666747,Core,,2RXS_UP,,,2.45556380739036,,,,,,74.88596773233,13.08182561966
1.060277,303683175,75.70160258361,13.63271709494,,,,05024838+1337578,1237673451094999608,J050248.43+133757.5,3391658329880811776,,,STAR,tmgaia2,tmgaia2,66.145,0.174,-17.437,0.129,gaia2,18.0431,0.1146,18.260,0.200,16.192699,0.001226,14.712,0.008,cdwrf,cdwrf,3000.0,157.0,5.0680,0.0262,,,0.198,0.006,0.167,0.020,55.3383,0.3535,,,0.3513,0.3556,75.70189563161,13.63264201914,75.7018956316097,13.6326420191386,633,3391658329880811776,75.70189563161,13.63264201914,11.4991450359819,Core,M,2RXP_UP,1135.1615497459,970404-aip_/rp900371a011,0.214086761949094,,,,,,75.70189563161,13.63264201914
1.063452,303760478,75.78190760116,13.73067001878,23498,0697-01892-1,519-009940,05030765+1343505,,J050307.70+134350.2,3391712038447198080,40743366,,STAR,tmgaia2,tmgaia2,66.202,0.104,-18.016,0.061,gaia2,18.5999,0.0578,9.000,0.030,8.785990,0.000485,8.303,0.006,gbprp,spect,5465.1,108.2,4.4970,0.0759,,,0.916,0.043,0.960,0.126,53.6811,0.1678,,,0.1673,0.1682,75.78220102334,13.73059244921,75.7822010233389,13.7305924492063,634,3391712038447198080,75.78220102334,13.73059244921,10.2829843246449,Core,M,2RXP,8.47704361953808,2RXP J050308.2+134351,4.61054208176988,8.96,2RXS J050308.2+134337,2RXP J050307.7+134352,,,75.78220102334,13.73059244921
1.063452,303760478,75.78190760116,13.73067001878,23498,0697-01892-1,519-009940,05030765+1343505,,J050307.70+134350.2,3391712038447198080,40743366,,STAR,tmgaia2,tmgaia2,66.202,0.104,-18.016,0.061,gaia2,18.5999,0.0578,9.000,0.030,8.785990,0.000485,8.303,0.006,gbprp,spect,5465.1,108.2,4.4970,0.0759,,,0.916,0.043,0.960,0.126,53.6811,0.1678,,,0.1673,0.1682,75.78220102334,13.73059244921,75.7822010233389,13.7305924492063,635,3391712038447198080,75.78220102334,13.73059244921,10.2829843246449,Core,M,2RXP,8.47704361953808,2RXP J050308.2+134351,4.61054208176988,8.96,,2RXP J050308.2+134351,,,75.78220102334,13.73059244921
1.380223,303527975,75.40014513261,13.93301060105,,0697-00059-1,520-010052,05013603+1355586,1237673451631804576,J050136.09+135558.5,3391728565481255040,40742988,,STAR,tmgaia2,tmgaia2,86.273,0.087,-22.053,0.053,gaia2,23.3885,0.0446,11.273,0.035,10.745500,0.000565,9.915,0.006,gbprp,gaia2,4011.0,123.9,4.5504,0.1163,,,0.697,0.071,0.630,0.079,42.7034,0.0820,,,0.0819,0.0821,75.40052784470,13.93291565222,75.4005278447033,13.9329156522219,636,3391728565481255040,75.4005278447,13.93291565222,7.86695033618515,Core,M,2RXP,3.49917913928723,2RXP J050136.2+135557,0.669171716388612,,,2RXP J050135.9+135559,,,75.4005278447,13.93291565222
1.380223,303527975,75.40014513261,13.93301060105,,0697-00059-1,520-010052,05013603+1355586,1237673451631804576,J050136.09+135558.5,3391728565481255040,40742988,,STAR,tmgaia2,tmgaia2,86.273,0.087,-22.053,0.053,gaia2,23.3885,0.0446,11.273,0.035,10.745500,0.000565,9.915,0.006,gbprp,gaia2,4011.0,123.9,4.5504,0.1163,,,0.697,0.071,0.630,0.079,42.7034,0.0820,,,0.0819,0.0821,75.40052784470,13.93291565222,75.4005278447033,13.9329156522219,637,3391728565481255040,75.4005278447,13.93291565222,7.86695033618515,Core,M,2RXP,3.49917913928723,2RXP J050136.2+135557,0.669171716388612,,,2RXP J050136.2+135557,,,75.4005278447,13.93291565222
1.429262,293701492,77.21455707437,14.25317435001,,,,05085149+1415114,1237673472570098246,J050851.55+141511.1,3391904178104504704,,,STAR,tmgaia2,tmgaia2,87.869,0.298,-27.962,0.197,gaia2,25.5525,0.1578,,,16.892599,0.001659,15.250,0.009,cdwrf,cdwrf,2831.0,157.0,5.2070,0.0526,,,0.138,0.004,0.112,0.020,39.0936,0.2430,,,0.2415,0.2445,77.21494741365,14.25305395967,77.2149474136516,14.2530539596731,638,3391904178104504704,77.21494741365,14.25305395967,10.8729784014553,Core,M,2RXS_UP,,,1.60897122004764,,,,,,77.21494741365,14.25305395967
3.834704,673832316,77.21439781824,14.25213151986,,,,,1237673472570098247,,3391904173809662208,,,STAR,gaia2,gaia2,-1.337,0.840,1.934,0.575,gaia2,0.8536,0.4046,19.697,0.071,19.299801,0.004711,18.556,0.012,rered,gaia2,4951.0,261.0,,,,,,,,,1168.1400,616.6240,0.2520,0.0095,396.4280,836.8200,77.21439188113,14.25213984762,77.2149474136516,14.2530539596731,638,3391904178104504704,77.21494741365,14.25305395967,10.8729784014553,Core,M,2RXS_UP,,,1.60897122004764,,,,,,77.21494741365,14.25305395967
1.079880,673843562,76.89571642619,14.65390223298,,,,,,,3392122637320609536,,,STAR,gaia2,gaia2,66.792,0.217,-19.817,0.172,gaia2,18.6844,0.1410,14.812,0.055,13.536900,0.002082,12.411,0.006,gbprp,gaia2,,,,,,,,,,,53.4435,0.4058,,,0.4028,0.4088,76.89601367089,14.65381690911,76.8960136708937,14.65381690911,639,3392122637320609536,76.89601367089,14.65381690911,10.6022149183074,Core,M,2RXS,8.61681385531048,2RXS J050734.4+143918,3.30372116679263,,2RXS J050734.4+143918,,,,76.89601367089,14.65381690911
1.404143,293614550,76.89565007943,14.65398541048,,,524-010958,05073495+1439142,1237673473106968690,J050734.99+143914.0,3392122637319722624,42357255,,STAR,tmgaia2,tmgaia2,,,,,,,,14.493,0.023,14.743000,0.003032,11.925,0.040,cdwrf,,,,,,,,,,,,,,,,,,76.89565007943,14.65398541048,76.8960136708937,14.65381690911,639,3392122637320609536,76.89601367089,14.65381690911,10.6022149183074,Core,M,2RXS,8.61681385531048,2RXS J050734.4+143918,3.30372116679263,,2RXS J050734.4+143918,,,,76.89601367089,14.65381690911
0.852066,293701878,77.17141558290,14.74437499879,,,,05084113+1444397,1237673473107034975,J050841.17+144439.5,3392215133736661760,,,STAR,tmgaia2,tmgaia2,52.382,0.159,-16.673,0.113,gaia2,15.4468,0.0966,18.510,0.200,16.313601,0.001067,14.868,0.008,cdwrf,cdwrf,3063.0,157.0,5.0538,0.0236,,,0.206,0.006,0.175,0.020,64.6216,0.4065,,,0.4039,0.4090,77.17164879778,14.74430321066,77.1716487977842,14.74430321066,640,3392215133736661760,77.17164879778,14.74430321066,20.0687828546933,Tail,M,2RXS_UP,,,4.38141944828427,,,,,,77.17164879778,14.74430321066
1.145584,293696773,77.06423750247,15.37732512893,,,527-011118,05081541+1522383,1237673452169658838,J050815.46+152238.0,3392323607430380416,,,STAR,tmgaia2,tmgaia2,69.908,0.186,-23.987,0.118,gaia2,20.0245,0.1053,16.160,0.200,15.261200,0.001847,13.848,0.008,cdwrf,cdwrf,3106.0,157.0,4.9997,0.0154,,,0.240,0.007,0.210,0.020,49.8692,0.2637,,,0.2624,0.2651,77.06454966984,15.37722185050,77.0645496698445,15.377221850495,641,3392323607430380416,77.06454966984,15.37722185049,8.59923992736533,Core,M,2RXS_UP,,,2.54584853902011,,,,,,77.06454966984,15.37722185049
3.617928,673853596,77.06398596961,15.37637652834,,,,,1237673452169658839,,3392323603136755200,,,STAR,gaia2,gaia2,0.656,0.327,1.342,0.202,gaia2,0.6522,0.1660,18.146,0.047,17.855499,0.001551,17.217,0.015,rered,gaia2,5456.0,142.0,4.9986,,,,0.511,,0.950,,1446.4800,388.3750,0.2365,0.0057,299.3500,477.4000,77.06398889762,15.37638230506,77.0645496698445,15.377221850495,641,3392323607430380416,77.06454966984,15.37722185049,8.59923992736533,Core,M,2RXS_UP,,,2.54584853902011,,,,,,77.06454966984,15.37722185049
1.094616,436731152,74.25281761320,13.91234741741,,0696-01256-1,520-009691,04570066+1354446,1237673474179596316,J045700.72+135444.2,3392422013721349632,40742136,,STAR,tmgaia2,tmgaia2,68.174,0.088,-18.426,0.053,gaia2,17.7136,0.0489,10.837,0.034,10.486600,0.000450,9.783,0.006,gbprp,gaia2,4439.0,123.7,4.5285,0.0962,,,0.754,0.062,0.700,0.081,56.3622,0.1567,,,0.1562,0.1571,74.25312001197,13.91226808343,74.2531200119707,13.9122680834314,642,3392422013721349632,74.25312001197,13.91226808343,11.5508517168879,Core,M,2RXS_UP,,,3.39008190940624,5.22604412890872,,,,,74.25312001197,13.91226808343
1.118652,432610714,74.36482019890,13.94521846178,,,,04572755+1356427,1237673474179596911,J045727.60+135642.5,3392423078873226112,40742232,,STAR,tmgaia2,tmgaia2,69.903,0.137,-17.950,0.081,gaia2,18.2623,0.0880,16.900,0.200,15.015700,0.000601,13.658,0.008,cdwrf,cdwrf,3194.0,157.0,4.9637,0.0103,,,0.267,0.008,0.240,0.020,54.6732,0.2651,,,0.2638,0.2664,74.36513031108,13.94514117597,74.3651303110805,13.9451411759654,643,3392423078873226112,74.36513031108,13.94514117597,10.1972764660565,Core,M,2RXS_UP,,,3.18944380253544,,,,,,74.36513031108,13.94514117597
1.117726,432613826,74.45627302198,14.00218930269,23069,0696-00390-1,521-009783,04574950+1400079,,J045749.55+140007.7,3392446821452424192,40742306,,STAR,tmgaia2,tmgaia2,69.826,0.076,-18.011,0.047,gaia2,18.3137,0.0497,8.890,0.030,8.699640,0.000602,8.231,0.006,gbprp,spect,5669.1,107.5,4.5427,0.0758,,,0.891,0.038,1.010,0.128,54.5185,0.1488,,,0.1484,0.1492,74.45658286789,14.00211175596,74.4565828678857,14.0021117559579,644,3392446821452424192,74.45658286789,14.00211175596,10.1085764828869,Core,M,2RXS,20.5516252686213,2RXS J045750.6+140019,4.90482028188538,,2RXS J045750.6+140019,,,,74.45658286789,14.00211175596
0.000000,303676760,75.55637770157,14.71011756724,,,,05021345+1442367,1237673474180251709,J050213.50+144236.6,3392546632197477248,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,18.931400,0.004772,17.069,0.025,cdwrf,cdwrf,2857.0,159.0,5.2618,0.0649,,,0.120,0.004,0.096,0.020,,,,,,,75.55637770157,14.71011756724,75.5563777015663,14.710117567244,645,3392546632197477248,75.55637770157,14.71011756724,6.81419249696146,Core,M,2RXP_UP,2995.34509712278,970404-aip_/rp900371a011,1.08117064505746,,,,,,75.55637770157,14.71011756724
1.045106,436728615,74.09581553768,14.10110045942,,,,04562298+1406039,1237673452705153495,J045623.04+140603.8,3392628893706422272,,,STAR,tmgaia2,tmgaia2,64.823,0.205,-18.555,0.123,gaia2,16.7314,0.0992,18.850,0.200,16.460199,0.000763,14.998,0.008,cdwrf,cdwrf,3021.0,157.0,5.0969,0.0310,,,0.183,0.006,0.152,0.020,59.6685,0.3559,,,0.3538,0.3580,74.09610330711,14.10102056915,74.0961033071088,14.1010205691495,646,3392628893706422272,74.09610330711,14.10102056915,14.3791728820075,Core,M,2RXS_UP,,,3.80320059698792,,,,,,74.09610330711,14.10102056915
1.278724,432613905,74.49079461049,14.45200669486,,,523-010311,04575778+1427071,1237673474716664397,J045757.84+142706.9,3392664627834274688,42353743,,STAR,tmgaia2,tmgaia2,78.785,0.107,-24.472,0.075,gaia2,20.7338,0.0622,15.892,0.031,14.397700,0.000699,13.048,0.008,cdwrf,cdwrf,3212.0,157.0,4.9198,0.0049,,,0.305,0.009,0.283,0.020,48.1638,0.1453,,,0.1449,0.1457,74.49114490904,14.45190133086,74.4911449090383,14.4519013308571,647,3392664627834274688,74.49114490904,14.45190133086,6.2908822692341,Core,M,2RXS_UP,,,2.4777533588905,2.05,,,,,74.49114490904,14.45190133086
1.303013,293613670,76.78831917365,15.61374880259,,,529-011117,05070919+1536494,1237673474180907094,J050709.25+153649.1,3393094021484216192,42989624,,STAR,tmgaia2,tmgaia2,78.352,0.114,-30.462,0.076,gaia2,22.2831,0.0583,14.150,0.200,12.773000,0.000814,11.601,0.008,cdwrf,cdwrf,3473.0,157.0,4.7852,0.0058,,,0.446,0.013,0.442,0.020,44.8193,0.1180,,,0.1177,0.1183,76.78866944793,15.61361764488,76.7886694479313,15.6136176448829,648,3393094021484216192,76.78866944793,15.61361764488,7.73454362743258,Core,M,2RXS_UP,,,2.08221758887303,,,,,,76.78866944793,15.61361764488
1.729542,673888365,76.78916037899,15.61353245482,,,,,1237673474180907096,,3393094021483606656,,,STAR,gaia2,gaia2,0.146,0.958,-1.052,0.677,gaia2,-1.1808,0.4908,,,17.384300,0.005203,16.954,0.600,goffs,gaia2,,,,,,,,,,,2743.6799,1097.0800,0.2499,0.0054,891.4100,1302.7600,76.78916103109,15.61352792563,76.7886694479313,15.6136176448829,648,3393094021484216192,76.78866944793,15.61361764488,7.73454362743258,Core,M,2RXS_UP,,,2.08221758887303,,,,,,76.78866944793,15.61361764488
1.402900,389121767,74.93467327325,15.91673292084,23214,1281-00792-1,530-010700,04594432+1555002,,J045944.38+155459.9,3393284752392701312,42976755,,STAR,tmgaia2,tmgaia2,85.470,0.166,-29.781,0.076,gaia2,22.3984,0.0872,6.735,0.023,6.626940,0.000310,6.310,0.006,gbprp,spect,6600.5,114.2,4.3004,0.0858,0.1300,0.0527,1.376,0.053,1.380,0.222,44.5897,0.1746,,,0.1740,0.1752,74.93505593871,15.91660469570,74.9350559387066,15.9166046957019,649,3393284752392701312,74.93505593871,15.9166046957,6.42522851702005,Core,M,2RXS,19.3453486724132,2RXS J045944.8+155518,7.51687328980173,,2RXS J045944.8+155518,,,,74.93505593871,15.9166046957
1.432185,389121763,75.01372016404,15.91480522064,,,530-010723,05000330+1554531,,J050003.35+155452.9,3393305093357807744,42977323,,STAR,tmgaia2,tmgaia2,86.628,0.210,-32.144,0.112,gaia2,23.0083,0.1100,16.900,0.200,14.996900,0.000635,13.594,0.008,cdwrf,cdwrf,3111.0,157.0,5.0093,0.0167,,,0.234,0.007,0.203,0.020,43.4097,0.2089,,,0.2079,0.2099,75.01410801038,15.91466682449,75.0141080103816,15.9146668244939,650,3393305093357807744,75.01410801038,15.91466682449,6.93461029641552,Core,M,2RXS_UP,,,1.94384632239196,0.38,,,,,75.01410801038,15.91466682449
0.935908,303593764,75.31666945108,16.14468541983,,,,05011599+1608409,,J050116.04+160840.6,3393315298200049536,,,STAR,tmgaia2,tmgaia2,56.528,0.149,-21.223,0.096,gaia2,15.3445,0.1129,18.050,0.200,15.824700,0.000983,14.402,0.008,cdwrf,cdwrf,3088.0,157.0,4.9963,0.0148,,,0.243,0.007,0.213,0.020,65.0537,0.4813,,,0.4778,0.4848,75.31692282986,16.14459404188,75.3169228298575,16.1445940418803,651,3393315298200049536,75.31692282986,16.14459404188,19.6380902344761,Tail,M,2RXS_UP,,,4.35340716763339,1.45,,,,,75.31692282986,16.14459404188
0.000000,303762909,75.82833861810,16.51620772992,,,,05031874+1630587,,J050318.78+163058.4,3393433461340104832,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,16.465200,0.002368,14.925,0.009,cdwrf,cdwrf,2965.0,158.0,5.0127,0.0149,,,0.231,0.008,0.201,0.020,,,,,,,75.82833861810,16.51620772992,75.8283386181026,16.5162077299158,652,3393433461340104832,75.8283386181,16.51620772992,24.9746417701537,Tail,M,2RXS_UP,,,5.16409684263982,,,,,,75.8283386181,16.51620772992
0.984405,411931182,79.42315187329,17.45248939290,,,538-013403,05174154+1727090,1237673452707840445,J051741.59+172708.6,3394444084324433792,43010694,,STAR,tmgaia2,tmgaia2,56.254,0.122,-29.479,0.086,gaia2,18.2713,0.0560,14.623,0.048,13.551700,0.000865,12.316,0.008,cdwrf,cdwrf,3375.0,157.0,4.8163,0.0041,,,0.411,0.012,0.404,0.020,54.6450,0.1683,,,0.1678,0.1689,79.42340576661,17.45236247174,79.4234057666098,17.4523624717415,653,3394444084324433792,79.42340576661,17.45236247174,12.8595404500555,Core,M,2RXS_UP,,,3.02854558643112,,,,,,79.42340576661,17.45236247174
0.988153,411836915,78.87793458590,17.43170520217,,,,05153070+1725541,1237673474718958149,J051530.74+172553.7,3395180718459278464,,,STAR,tmgaia2,tmgaia2,56.312,0.197,-29.887,0.151,gaia2,17.7076,0.1376,17.430,0.200,15.965600,0.000940,14.497,0.008,cdwrf,cdwrf,3021.0,157.0,5.0454,0.0223,,,0.211,0.006,0.180,0.020,56.3872,0.4410,,,0.4376,0.4443,78.87818871203,17.43157652219,78.8781887120262,17.4315765221925,654,3395180718459278464,78.87818871203,17.43157652219,13.7506311035668,Core,M,2RXS_UP,,,3.21965647779759,,,,,,78.87818871203,17.43157652219
1.045726,674018300,78.10058488917,18.40236374496,,,,,,,3395542393360089728,,,STAR,gaia2,gaia2,57.928,0.127,-34.583,0.089,gaia2,18.6814,0.0709,,,12.659600,0.001223,12.230,0.600,goffs,gaia2,,,,,,,,,,,53.4476,0.2041,,,0.2033,0.2049,78.10084774340,18.40221484396,78.1008477434038,18.402214843957,655,3395542393360089728,78.1008477434,18.40221484396,11.2117806340593,Core,M,2RXP_UP,1916.50453314683,010401-mpe_/rp600509n001,2.02075509819116,,,,,,78.1008477434,18.40221484396
1.986227,467610297,78.10030000000,18.40240000000,,,543-013228,05122408+1824086,,J051224.12+182408.2,,43000087,,STAR,tmgaia,tmgaia,17.700,2.000,-30.460,2.000,tic7,,,12.858,0.045,,,10.723,0.040,cdwrf,cdwrf,,,4.8409,0.3827,,,0.414,0.068,0.433,0.085,51.6982,,,,,,78.10041950425,18.40228741309,78.1008477434038,18.402214843957,655,3395542393360089728,78.1008477434,18.40221484396,11.2117806340593,Core,M,2RXP_UP,1916.50453314683,010401-mpe_/rp600509n001,2.02075509819116,,,,,,78.1008477434,18.40221484396
2.538058,674018301,78.10013698533,18.40242030902,,,,,,,3395542393361639424,,,STAR,gaia2,gaia2,64.286,0.126,-31.913,0.088,gaia2,18.8345,0.0675,13.540,0.062,12.578300,0.000722,11.556,0.008,gbprp,gaia2,,,,,,,,,,,53.0137,0.1912,,,0.1906,0.1918,78.10042868742,18.40228290820,78.1008477434038,18.402214843957,655,3395542393360089728,78.1008477434,18.40221484396,11.2117806340593,Core,M,2RXP_UP,1916.50453314683,010401-mpe_/rp600509n001,2.02075509819116,,,,,,78.1008477434,18.40221484396
0.607771,674018300,78.10058488917,18.40236374496,,,,,,,3395542393360089728,,,STAR,gaia2,gaia2,57.928,0.127,-34.583,0.089,gaia2,18.6814,0.0709,,,12.659600,0.001223,12.230,0.600,goffs,gaia2,,,,,,,,,,,53.4476,0.2041,,,0.2033,0.2049,78.10084774340,18.40221484396,78.1004286874208,18.4022829082044,656,3395542393361639424,78.10042868742,18.4022829082,10.9340568447806,Core,M,2RXP_UP,1915.51219067845,010401-mpe_/rp600509n001,1.98803445529543,,,,,,78.10042868742,18.4022829082
0.609034,467610297,78.10030000000,18.40240000000,,,543-013228,05122408+1824086,,J051224.12+182408.2,,43000087,,STAR,tmgaia,tmgaia,17.700,2.000,-30.460,2.000,tic7,,,12.858,0.045,,,10.723,0.040,cdwrf,cdwrf,,,4.8409,0.3827,,,0.414,0.068,0.433,0.085,51.6982,,,,,,78.10041950425,18.40228741309,78.1004286874208,18.4022829082044,656,3395542393361639424,78.10042868742,18.4022829082,10.9340568447806,Core,M,2RXP_UP,1915.51219067845,010401-mpe_/rp600509n001,1.98803445529543,,,,,,78.10042868742,18.4022829082
1.112447,674018301,78.10013698533,18.40242030902,,,,,,,3395542393361639424,,,STAR,gaia2,gaia2,64.286,0.126,-31.913,0.088,gaia2,18.8345,0.0675,13.540,0.062,12.578300,0.000722,11.556,0.008,gbprp,gaia2,,,,,,,,,,,53.0137,0.1912,,,0.1906,0.1918,78.10042868742,18.40228290820,78.1004286874208,18.4022829082044,656,3395542393361639424,78.10042868742,18.4022829082,10.9340568447806,Core,M,2RXP_UP,1915.51219067845,010401-mpe_/rp600509n001,1.98803445529543,,,,,,78.10042868742,18.4022829082
0.845771,52593512,84.26556454089,17.04032834495,26382,1302-00362-1,536-016552,05370373+1702253,,J053703.78+170224.9,3397032128539658368,,,STAR,tmgaia2,tmgaia2,42.851,0.260,-33.782,0.197,gaia2,19.0137,0.1523,5.518,0.023,5.490790,0.002448,5.330,0.007,gbprp,spect,7600.2,112.1,4.0457,0.0747,,,2.090,0.062,1.770,0.274,52.5200,0.4233,,,0.4200,0.4266,84.26575751119,17.04018289605,84.2657575111858,17.0401828960513,657,3397032128539658368,84.26575751119,17.04018289605,15.1449481113368,Core,,2RXS_UP,,,2.95065917565213,,,,,,84.26575751119,17.04018289605
1.009134,6749695,81.36252173284,21.06883451301,,,556-015189,05252699+2104078,,J052527.04+210407.4,3402351561497574016,45873094,,STAR,tmgaia2,tmgaia2,49.009,0.086,-42.858,0.063,gaia2,18.2072,0.0422,12.889,0.073,12.087300,0.000739,11.067,0.008,cdwrf,cdwrf,3727.0,157.0,4.6748,0.0101,,,0.572,0.017,0.565,0.020,54.8364,0.1278,,,,,81.36274786109,21.06864998479,81.3627478610949,21.0686499847947,658,3402351561497574016,81.36274786109,21.06864998479,14.6576300227166,Core,M,2RXS_UP,,,3.09057317323985,,,,,,81.36274786109,21.06864998479
0.711851,19632602,84.21903809042,21.24322510112,,,,05365256+2114357,,J053652.58+211435.1,3402970934438828416,,,STAR,tmgaia2,tmgaia2,26.483,0.166,-37.521,0.132,gaia2,14.8088,0.1116,,,15.936500,0.001443,14.441,0.009,cdwrf,cdwrf,2995.0,157.0,4.9622,0.0100,,,0.269,0.008,0.241,0.020,67.4028,0.5110,,,0.5072,0.5148,84.21916042760,21.24306355199,84.2191604276041,21.2430635519856,659,3402970934438828416,84.2191604276,21.24306355199,26.1642258955567,Tail,M,2RXS_UP,,,4.74782186040005,,,,,,84.2191604276,21.24306355199
1.578947,436655312,72.76008695636,14.97130122464,,,525-009613,04510241+1458167,,J045102.49+145816.5,3404798597640071296,42351416,,STAR,tmgaia2,tmgaia2,99.000,8.000,-24.000,8.000,sblink,,,11.676,0.053,10.981800,0.001303,10.044,0.007,cdwrf,cdwrf,3882.0,157.0,4.6284,0.0126,,,0.627,0.020,0.610,0.021,50.5767,,,,,,72.76052818367,14.97119789173,72.7605281836698,14.9711978917341,660,3404798597640071296,72.76052818367,14.97119789173,7.60123559845847,Core,M,XMM,,,4.50453107028643,13.14,2RXS J045102.1+145814,,1RXH J045102.1+145823,,72.76052818367,14.97119789173
1.354820,436651598,72.64092005249,15.08343342438,22505,1280-00662-1,526-009759,04503379+1505004,,J045033.87+150500.3,3404812685132622592,42963839,,STAR,tmgaia2,tmgaia2,85.040,0.295,-20.205,0.163,gaia2,21.0750,0.1546,7.730,0.030,7.555650,0.000429,7.087,0.006,gbprp,spect,5568.0,115.1,4.1589,0.0707,,,1.365,0.067,0.980,0.119,47.3891,0.3499,,,0.3473,0.3525,72.64129926370,15.08334643310,72.6412992637046,15.0833464331011,661,3404812685132622592,72.6412992637,15.0833464331,4.58353768666169,Core,M,1RXH,2.54796313998551,1RXH J045033.7+150502,15.814600760162,8.61,2RXS J045033.6+150458,,1RXH J045033.7+150502,,72.6412992637,15.0833464331
1.059153,436658862,72.84672882821,15.43346513904,22566,1280-01110-1,528-010013,04512320+1526004,,J045123.26+152600.3,3404850790082434176,42964768,,STAR,tmgaia2,tmgaia2,65.839,0.115,-18.291,0.059,gaia2,16.2156,0.0577,7.900,0.030,7.760080,0.000293,7.402,0.006,gbprp,spect,6402.9,110.7,4.3911,0.0809,,,1.199,0.047,1.290,0.194,61.5603,0.2203,,,0.2195,0.2211,72.84702290565,15.43338638589,72.8470229056501,15.433386385889,662,3404850790082434176,72.84702290565,15.43338638589,15.5585229832129,Core,M,1RXH,6.46738111920125,1RXH J045123.0+152606,10.5037990373044,,,,1RXH J045123.0+152606,,72.84702290565,15.43338638589
1.403311,436640602,72.24831453379,15.60489179263,,,529-009633,04485957+1536176,,J044859.65+153617.2,3405082374719674240,42961974,,STAR,tmgaia2,tmgaia2,83.320,2.000,-35.420,2.000,sblink,,,15.725,0.087,14.181800,0.000414,12.784,0.007,cdwrf,cdwrf,3130.0,157.0,4.8797,0.0007,,,0.344,0.011,0.327,0.021,61.4586,,,,,,72.24868700200,15.60473929017,72.248687002003,15.6047392901674,663,3405082374719674240,72.248687002,15.60473929017,4.27593816589645,Core,M,2RXS_UP,,,2.4293591387117,7.49,,,,,72.248687002,15.60473929017
1.401212,436643589,72.38385402667,15.88874290875,22422,1280-00485-1,530-009916,04493211+1553197,,J044932.18+155319.2,3405113740864365440,42962603,,STAR,tmgaia2,tmgaia2,86.730,0.083,-25.498,0.052,gaia2,20.5870,0.0554,7.720,0.030,7.582520,0.000207,7.194,0.006,gbprp,spect,6024.9,110.2,4.3564,0.0729,,,1.163,0.048,1.120,0.147,48.5068,0.1314,,,0.1311,0.1318,72.38424228250,15.88863312733,72.3842422825019,15.8886331273277,664,3405113740864365440,72.3842422825,15.88863312733,4.49567689973022,Core,M,1RXH,8.09943918807681,1RXH J044931.5+155322,7.68434835892046,,2RXS J044932.5+155330,,1RXH J044931.5+155322,,72.3842422825,15.88863312733
1.117312,436640815,72.21534348198,15.94753916346,,1280-00681-1,530-009875,04485167+1556511,,J044851.73+155650.9,3405127244241184256,42961835,,STAR,tmgaia2,tmgaia2,69.112,0.072,-20.486,0.044,gaia2,16.3282,0.0488,9.655,0.004,9.468650,0.000594,8.944,0.006,gbprp,gaia2,5224.0,124.9,4.5322,0.0815,,,0.846,0.049,0.890,0.107,61.1361,0.1837,,,0.1831,0.1842,72.21565295903,15.94745095792,72.2156529590333,15.9474509579185,665,3405127244241184256,72.21565295903,15.94745095792,14.9323736048511,Core,M,2RXS_UP,,,3.93897095342521,,,,,,72.21565295903,15.94745095792
